a,b,S_star,transcendental
-98.99497487437186,65.8291457286432,100.89114608421777,1
-98.99497487437186,66.83417085427135,112.95018464174572,1
-98.99497487437186,67.83919597989947,17.950092561588633,1
-98.99497487437186,68.84422110552762,-98.55225800944818,1
-98.99497487437186,69.84924623115577,56.84054677451848,1
-98.99497487437186,70.8542713567839,-111.40064258775269,1
-98.99497487437186,71.85929648241205,-118.06190767026058,1
-98.99497487437186,72.8643216080402,102.87776784779639,1
-98.99497487437186,73.86934673366832,97.23033695737487,1
-98.99497487437186,74.87437185929647,-26.888210947197145,1
-98.99497487437186,75.8793969849246,-96.14636703038734,1
-98.99497487437186,76.88442211055275,-36.41859626125079,1
-98.99497487437186,77.8894472361809,120.94444605310257,1
-98.99497487437186,78.89447236180902,17.26563499208317,1
-98.99497487437186,79.89949748743717,-11.869451779828118,1
-98.99497487437186,80.9045226130653,34.191048732831085,1
-98.99497487437186,81.90954773869345,-59.437844643429024,1
-98.99497487437186,82.9145728643216,-120.64482478759885,1
-98.99497487437186,83.91959798994972,50.431975642761266,1
-98.99497487437186,84.92462311557787,127.80263069234388,1
-98.99497487437186,85.92964824120602,114.94129489492461,1
-98.99497487437186,86.93467336683415,1.323676655041254,1
-98.99497487437186,87.9396984924623,-31.478583605873737,1
-98.99497487437186,88.94472361809045,116.18903659357291,1
-98.99497487437186,89.94974874371857,-86.97184974101627,1
-98.99497487437186,90.95477386934672,-124.19872870146139,1
-98.99497487437186,91.95979899497485,-131.08075112901562,1
-98.99497487437186,92.964824120603,132.60751702921883,1
-98.99497487437186,93.96984924623115,-65.78703120163627,1
-98.99497487437186,94.97487437185927,-134.1183075712028,1
-98.99497487437186,95.97989949748742,123.08954096867512,1
-98.99497487437186,96.98492462311555,-13.1255517814525,1
-98.99497487437186,97.9899497487437,-32.82892034090384,1
-98.99497487437186,98.99497487437185,-138.62213857513012,1
-98.99497487437186,100.0,-115.1010396196873,1
-97.98994974874373,-100.0,-137.32287895335793,1
-97.98994974874373,-98.99497487437186,-130.31790495685428,1
-97.98994974874373,-97.98994974874373,86.82684019660972,1
-97.98994974874373,-96.98492462311557,120.54433448751486,1
-97.98994974874373,-95.97989949748744,106.53833369034928,1
-97.98994974874373,-94.9748743718593,-92.11486624227142,1
-97.98994974874373,-93.96984924623115,131.31042135034866,1
-97.98994974874373,-92.96482412060301,-60.73320061062802,1
-97.98994974874373,-91.95979899497488,-82.42861311520316,1
-97.98994974874373,-90.95477386934674,-89.11146136960666,1
-97.98994974874373,-89.9497487437186,109.44089936998226,1
-97.98994974874373,-88.94472361809045,82.13211565897333,1
-97.98994974874373,-87.93969849246231,-95.94537139685335,1
-97.98994974874373,-86.93467336683418,117.34003058641403,1
-97.98994974874373,-85.92964824120602,-104.06975660649243,1
-97.98994974874373,-84.92462311557789,71.28439152251467,1
-97.98994974874373,-83.91959798994975,14.893752388767808,1
-97.98994974874373,-82.91457286432161,-15.569246058881731,1
-97.98994974874373,-81.90954773869348,-121.92506881658349,1
-97.98994974874373,-80.90452261306532,-99.31492914858764,1
-97.98994974874373,-79.89949748743719,125.36943209669262,1
-97.98994974874373,-78.89447236180905,-86.79280899625074,1
-97.98994974874373,-77.8894472361809,-0.06674765708660857,1
-97.98994974874373,-76.88442211055276,20.641111846426625,1
-97.98994974874373,-75.87939698492463,-59.37522096001216,1
-97.98994974874373,-74.87437185929649,110.11109701214986,1
-97.98994974874373,-73.86934673366835,-0.168972315686311,1
-97.98994974874373,-72.8643216080402,-49.705190636375285,1
-97.98994974874373,-71.85929648241206,83.00886439959051,1
-97.98994974874373,-70.85427135678393,109.70966100677951,1
-97.98994974874373,-69.84924623115577,-119.65807763619006,1
-97.98994974874373,-68.84422110552764,-108.83654164031145,1
-97.98994974874373,-67.8391959798995,84.51861987781963,1
-97.98994974874373,-66.83417085427136,-23.853953008805362,1
-97.98994974874373,-65.82914572864323,-76.12895154858933,1
-97.98994974874373,-64.82412060301507,115.67457018352049,1
-97.98994974874373,-63.81909547738694,107.44397695100892,1
-97.98994974874373,-62.8140703517588,-103.71901914291263,1
-97.98994974874373,-61.80904522613066,-97.05175775563497,1
-97.98994974874373,-60.80402010050251,-7.442214166329052,1
-97.98994974874373,-59.798994974874375,-114.49879620831578,1
-97.98994974874373,-58.79396984924624,23.0614417984211,1
-97.98994974874373,-57.788944723618094,12.185254233559178,1
-97.98994974874373,-56.78391959798995,102.89944272670618,1
-97.98994974874373,-55.77889447236181,-48.082480666852085,1
-97.98994974874373,-54.773869346733676,-53.031495091111964,1
-97.98994974874373,-53.76884422110553,80.58941678926044,1
-97.98994974874373,-52.76381909547739,-107.1406821726024,1
-97.98994974874373,-51.75879396984925,-53.49300764689566,1
-97.98994974874373,-50.75376884422111,-104.55861697828682,1
-97.98994974874373,-49.74874371859297,-109.1248216109603,1
-97.98994974874373,-48.743718592964825,-24.6427952847224,1
-97.98994974874373,-47.73869346733669,54.921224188772136,1
-97.98994974874373,-46.73366834170855,16.32887431804795,1
-97.98994974874373,-45.72864321608041,103.12255610759732,1
-97.98994974874373,-44.72361809045226,51.855533050867194,1
-97.98994974874373,-43.718592964824126,-90.13427825450559,1
-97.98994974874373,-42.71356783919599,106.8761403099654,1
-97.98994974874373,-41.708542713567844,103.80846991193322,1
-97.98994974874373,-40.7035175879397,-105.52118411708992,1
-97.98994974874373,-39.69849246231156,-64.26857848678881,1
-97.98994974874373,-38.693467336683426,93.93207868549041,1
-97.98994974874373,-37.68844221105528,79.69313812771509,1
-97.98994974874373,-36.68341708542714,-26.732060279431597,1
-97.98994974874373,-35.678391959799,-98.68326364021144,1
-97.98994974874373,-34.673366834170864,-11.047640145204088,1
-97.98994974874373,-33.66834170854273,-9.532579203135949,1
-97.98994974874373,-32.663316582914575,0.9811248026192558,1
-97.98994974874373,-31.65829145728644,44.08673469968279,1
-97.98994974874373,-30.6532663316583,-10.997429466700027,1
-97.98994974874373,-29.64824120603015,40.953887995814895,1
-97.98994974874373,-28.643216080402013,-11.505498763827543,1
-97.98994974874373,-27.638190954773876,79.96263624059678,1
-97.98994974874373,-26.63316582914574,76.81477856875128,1
-97.98994974874373,-25.6281407035176,100.33767921096874,1
-97.98994974874373,-24.62311557788945,-62.26416834246484,1
-97.98994974874373,-23.618090452261313,-100.53221695348444,1
-97.98994974874373,-22.613065326633176,54.89023609180879,1
-97.98994974874373,-21.608040201005025,99.07249074595613,1
-97.98994974874373,-20.603015075376888,-45.20133209694811,1
-97.98994974874373,-19.59798994974875,-83.34658581147833,1
-97.98994974874373,-18.592964824120614,64.46397271774904,1
-97.98994974874373,-17.587939698492477,69.11934230281528,1
-97.98994974874373,-16.582914572864325,-98.32237103133393,1
-97.98994974874373,-15.577889447236188,49.468776105872635,1
-97.98994974874373,-14.572864321608051,96.52975585705006,1
-97.98994974874373,-13.5678391959799,1.5861391763425239,1
-97.98994974874373,-12.562814070351763,-81.08612182172216,1
-97.98994974874373,-11.557788944723626,53.720319405987524,1
-97.98994974874373,-10.552763819095489,15.499587309019965,1
-97.98994974874373,-9.547738693467352,-78.62957071547915,1
-97.98994974874373,-8.5427135678392,-15.912468404065057,1
-97.98994974874373,-7.5376884422110635,-2.976329925020101,1
-97.98994974874373,-6.532663316582926,-76.92035406768227,1
-97.98994974874373,-5.527638190954775,-94.28685708678408,1
-97.98994974874373,-4.522613065326638,89.7068642175107,1
-97.98994974874373,-3.517587939698501,47.91068878642417,1
-97.98994974874373,-2.512562814070364,-97.43574460463522,1
-97.98994974874373,-1.507537688442227,97.68593924793915,1
-97.98994974874373,-0.5025125628140756,91.81077695077288,1
-97.98994974874373,0.5025125628140614,-75.53043313993213,1
-97.98994974874373,1.5075376884421985,96.3953737992216,1
-97.98994974874373,2.5125628140703498,-78.49376313825546,1
-97.98994974874373,3.517587939698487,-43.09546681517872,1
-97.98994974874373,4.522613065326624,-35.382749918562354,1
-97.98994974874373,5.527638190954761,-40.70597668493681,1
-97.98994974874373,6.532663316582898,-27.03172929984956,1
-97.98994974874373,7.537688442211049,-71.98617407109985,1
-97.98994974874373,8.542713567839186,52.02775501551434,1
-97.98994974874373,9.547738693467323,-46.10895307493926,1
-97.98994974874373,10.552763819095475,70.34364310852827,1
-97.98994974874373,11.557788944723612,45.37312202190687,1
-97.98994974874373,12.562814070351749,-31.589675994394593,1
-97.98994974874373,13.567839195979886,8.729739912437251,1
-97.98994974874373,14.572864321608023,-18.183809785362865,1
-97.98994974874373,15.577889447236174,91.89314549761582,1
-97.98994974874373,16.58291457286431,79.76817595659405,1
-97.98994974874373,17.58793969849245,-66.79174415969749,1
-97.98994974874373,18.5929648241206,-57.650183002486735,1
-97.98994974874373,19.597989949748737,-38.95444411996853,1
-97.98994974874373,20.603015075376874,87.41938473437311,1
-97.98994974874373,21.60804020100501,-34.58515914282038,1
-97.98994974874373,22.613065326633148,-74.03363571676284,1
-97.98994974874373,23.6180904522613,-97.47331636031693,1
